trial,Self,Other,Feedback,strategy,agent_id,Memory,cumulative
5,0,0,1,WSLS,43,NA,1
6,0,0,1,WSLS,43,NA,1
7,0,0,1,WSLS,43,NA,1
8,0,0,1,WSLS,43,NA,1
9,0,0,1,WSLS,43,NA,1
10,0,0,1,WSLS,43,NA,1
11,0,1,0,WSLS,43,NA,0.9090909090909091
12,1,1,1,WSLS,43,NA,0.9166666666666666
13,1,1,1,WSLS,43,NA,0.9230769230769231
14,1,1,1,WSLS,43,NA,0.9285714285714286
15,1,1,1,WSLS,43,NA,0.9333333333333333
16,1,1,1,WSLS,43,NA,0.9375
17,1,1,1,WSLS,43,NA,0.9411764705882353
18,1,1,1,WSLS,43,NA,0.9444444444444444
19,1,1,1,WSLS,43,NA,0.9473684210526315
20,1,1,1,WSLS,43,NA,0.95
21,1,0,0,WSLS,43,NA,0.9047619047619048
22,0,0,1,WSLS,43,NA,0.9090909090909091
23,0,0,1,WSLS,43,NA,0.9130434782608695
24,0,0,1,WSLS,43,NA,0.9166666666666666
25,0,0,1,WSLS,43,NA,0.92
26,0,0,1,WSLS,43,NA,0.9230769230769231
27,0,0,1,WSLS,43,NA,0.9259259259259259
28,0,0,1,WSLS,43,NA,0.9285714285714286
29,0,0,1,WSLS,43,NA,0.9310344827586207
30,0,0,1,WSLS,43,NA,0.9333333333333333
31,0,1,0,WSLS,43,NA,0.9032258064516129
32,1,1,1,WSLS,43,NA,0.90625
33,1,1,1,WSLS,43,NA,0.9090909090909091
34,1,1,1,WSLS,43,NA,0.9117647058823529
35,1,1,1,WSLS,43,NA,0.9142857142857143
36,1,1,1,WSLS,43,NA,0.9166666666666666
37,1,1,1,WSLS,43,NA,0.918918918918919
38,1,1,1,WSLS,43,NA,0.9210526315789473
39,1,1,1,WSLS,43,NA,0.9230769230769231
40,1,1,1,WSLS,43,NA,0.925
41,1,0,0,WSLS,43,NA,0.9024390243902439
42,0,0,1,WSLS,43,NA,0.9047619047619048
43,0,0,1,WSLS,43,NA,0.9069767441860465
44,0,0,1,WSLS,43,NA,0.9090909090909091
45,0,0,1,WSLS,43,NA,0.9111111111111111
46,0,0,1,WSLS,43,NA,0.9130434782608695
47,0,0,1,WSLS,43,NA,0.9148936170212766
48,0,0,1,WSLS,43,NA,0.9166666666666666
49,0,0,1,WSLS,43,NA,0.9183673469387755
50,0,0,1,WSLS,43,NA,0.92
51,0,1,0,WSLS,43,NA,0.9019607843137255
52,1,1,1,WSLS,43,NA,0.9038461538461539
53,1,1,1,WSLS,43,NA,0.9056603773584906
54,1,1,1,WSLS,43,NA,0.9074074074074074
55,1,1,1,WSLS,43,NA,0.9090909090909091
56,1,1,1,WSLS,43,NA,0.9107142857142857
57,1,1,1,WSLS,43,NA,0.9122807017543859
58,1,1,1,WSLS,43,NA,0.9137931034482759
59,1,1,1,WSLS,43,NA,0.9152542372881356
60,1,1,1,WSLS,43,NA,0.9166666666666666
61,0,0,1,WSLS,43,NA,0.9180327868852459
62,0,0,1,WSLS,43,NA,0.9193548387096774
63,0,0,1,WSLS,43,NA,0.9206349206349206
64,0,0,1,WSLS,43,NA,0.921875
65,1,0,0,WSLS,43,NA,0.9076923076923077
66,0,0,1,WSLS,43,NA,0.9090909090909091
67,0,0,1,WSLS,43,NA,0.9104477611940298
68,0,0,1,WSLS,43,NA,0.9117647058823529
69,0,0,1,WSLS,43,NA,0.9130434782608695
70,0,0,1,WSLS,43,NA,0.9142857142857143
71,0,1,0,WSLS,43,NA,0.9014084507042254
72,1,1,1,WSLS,43,NA,0.9027777777777778
73,1,1,1,WSLS,43,NA,0.9041095890410958
74,1,1,1,WSLS,43,NA,0.9054054054054054
75,1,1,1,WSLS,43,NA,0.9066666666666666
76,1,1,1,WSLS,43,NA,0.9078947368421053
77,1,1,1,WSLS,43,NA,0.9090909090909091
78,1,1,1,WSLS,43,NA,0.9102564102564102
79,1,1,1,WSLS,43,NA,0.9113924050632911
80,1,1,1,WSLS,43,NA,0.9125
81,1,0,0,WSLS,43,NA,0.9012345679012346
82,0,0,1,WSLS,43,NA,0.9024390243902439
83,0,0,1,WSLS,43,NA,0.9036144578313253
84,0,0,1,WSLS,43,NA,0.9047619047619048
85,0,0,1,WSLS,43,NA,0.9058823529411765
86,0,0,1,WSLS,43,NA,0.9069767441860465
87,0,0,1,WSLS,43,NA,0.9080459770114943
88,0,0,1,WSLS,43,NA,0.9090909090909091
89,1,0,0,WSLS,43,NA,0.898876404494382
90,0,0,1,WSLS,43,NA,0.9
91,0,1,0,WSLS,43,NA,0.8901098901098901
92,1,1,1,WSLS,43,NA,0.8913043478260869
93,1,1,1,WSLS,43,NA,0.8924731182795699
94,1,1,1,WSLS,43,NA,0.8936170212765957
95,1,1,1,WSLS,43,NA,0.8947368421052632
96,1,1,1,WSLS,43,NA,0.8958333333333334
97,1,1,1,WSLS,43,NA,0.8969072164948454
98,1,1,1,WSLS,43,NA,0.8979591836734694
99,1,1,1,WSLS,43,NA,0.898989898989899
100,1,1,1,WSLS,43,NA,0.9
1,1,0,0,Memory,43,0.5,0
2,0,0,1,Memory,43,0.4,0.5
3,0,0,1,Memory,43,0.32,0.6666666666666666
4,0,0,1,Memory,43,0.256,0.75
5,0,0,1,Memory,43,0.2048,0.8
6,0,0,1,Memory,43,0.16384,0.8333333333333334
7,0,0,1,Memory,43,0.13107200000000002,0.8571428571428571
8,0,0,1,Memory,43,0.10485760000000002,0.875
9,0,0,1,Memory,43,0.08388608000000002,0.8888888888888888
10,0,0,1,Memory,43,0.06710886400000002,0.9
11,0,1,0,Memory,43,0.053687091200000016,0.8181818181818182
12,0,1,0,Memory,43,0.24294967296,0.75
13,0,1,0,Memory,43,0.394359738368,0.6923076923076923
14,0,1,0,Memory,43,0.5154877906944,0.6428571428571429
15,1,1,1,Memory,43,0.6123902325555199,0.6666666666666666
16,1,1,1,Memory,43,0.689912186044416,0.6875
17,1,1,1,Memory,43,0.7519297488355328,0.7058823529411765
18,1,1,1,Memory,43,0.8015437990684262,0.7222222222222222
19,0,1,0,Memory,43,0.841235039254741,0.6842105263157895
20,1,1,1,Memory,43,0.8729880314037928,0.7
21,1,0,0,Memory,43,0.8983904251230342,0.6666666666666666
22,0,0,1,Memory,43,0.7187123400984274,0.6818181818181818
23,0,0,1,Memory,43,0.574969872078742,0.6956521739130435
24,1,0,0,Memory,43,0.45997589766299357,0.6666666666666666
25,0,0,1,Memory,43,0.36798071813039485,0.68
26,0,0,1,Memory,43,0.2943845745043159,0.6923076923076923
27,0,0,1,Memory,43,0.2355076596034527,0.7037037037037037
28,1,0,0,Memory,43,0.18840612768276216,0.6785714285714286
29,0,0,1,Memory,43,0.15072490214620973,0.6896551724137931
30,0,0,1,Memory,43,0.12057992171696778,0.7
31,1,1,1,Memory,43,0.09646393737357423,0.7096774193548387
32,0,1,0,Memory,43,0.2771711498988594,0.6875
33,1,1,1,Memory,43,0.4217369199190875,0.696969696969697
34,1,1,1,Memory,43,0.5373895359352701,0.7058823529411765
35,1,1,1,Memory,43,0.629911628748216,0.7142857142857143
36,1,1,1,Memory,43,0.7039293029985728,0.7222222222222222
37,1,1,1,Memory,43,0.7631434423988582,0.7297297297297297
38,1,1,1,Memory,43,0.8105147539190866,0.7368421052631579
39,1,1,1,Memory,43,0.8484118031352692,0.7435897435897436
40,1,1,1,Memory,43,0.8787294425082154,0.75
41,1,0,0,Memory,43,0.9029835540065723,0.7317073170731707
42,1,0,0,Memory,43,0.7223868432052578,0.7142857142857143
43,0,0,1,Memory,43,0.5779094745642063,0.7209302325581395
44,1,0,0,Memory,43,0.462327579651365,0.7045454545454546
45,0,0,1,Memory,43,0.369862063721092,0.7111111111111111
46,0,0,1,Memory,43,0.2958896509768736,0.717391304347826
47,0,0,1,Memory,43,0.23671172078149888,0.723404255319149
48,0,0,1,Memory,43,0.1893693766251991,0.7291666666666666
49,0,0,1,Memory,43,0.15149550130015926,0.7346938775510204
50,0,0,1,Memory,43,0.12119640104012741,0.74
51,0,1,0,Memory,43,0.09695712083210192,0.7254901960784313
52,0,1,0,Memory,43,0.27756569666568154,0.7115384615384616
53,1,1,1,Memory,43,0.4220525573325452,0.71698113207547165
54,1,1,1,Memory,43,0.5376420458660361,0.7222222222222222
55,1,1,1,Memory,43,0.6301136366928289,0.7272727272727273
56,1,1,1,Memory,43,0.7040909093542631,0.7321428571428571
57,1,1,1,Memory,43,0.7632727274834105,0.7368421052631579
58,0,1,0,Memory,43,0.8106181819867284,0.7241379310344828
59,1,1,1,Memory,43,0.8484945455893828,0.7288135593220338
60,1,1,1,Memory,43,0.8787956364715062,0.7333333333333333
61,1,0,0,Memory,43,0.9030365091772049,0.7213114754098361
62,1,0,0,Memory,43,0.722429207341764,0.7096774193548387
63,0,0,1,Memory,43,0.5779433658734112,0.7142857142857143
64,0,0,1,Memory,43,0.462354692698729,0.71875
65,1,0,0,Memory,43,0.36988375415898317,0.7076923076923077
66,0,0,1,Memory,43,0.29590700332718656,0.7121212121212122
67,0,0,1,Memory,43,0.23672560266174925,0.7164179104477612
68,0,0,1,Memory,43,0.1893804821293994,0.7205882352941176
69,0,0,1,Memory,43,0.1515043857035195,0.7246376811594203
70,0,0,1,Memory,43,0.12120350856281562,0.7285714285714285
71,0,1,0,Memory,43,0.09696280685025249,0.7183098591549296
72,1,1,1,Memory,43,0.27757024548020204,0.7222222222222222
73,1,1,1,Memory,43,0.42205619638416164,0.726027397260274
74,0,1,0,Memory,43,0.5376449571073293,0.7162162162162162
75,1,1,1,Memory,43,0.6301159656858635,0.72
76,1,1,1,Memory,43,0.7040927725486907,0.7236842105263158
77,1,1,1,Memory,43,0.7632742180389526,0.7272727272727273
78,1,1,1,Memory,43,0.810619374431162,0.7307692307692307
79,1,1,1,Memory,43,0.8484954995449296,0.7341772151898734
80,1,1,1,Memory,43,0.8787963996359437,0.7375
81,1,0,0,Memory,43,0.903037119708755,0.7283950617283951
82,0,0,1,Memory,43,0.722429695767004,0.7317073170731707
83,0,0,1,Memory,43,0.5779437566136032,0.7349397590361446
84,0,0,1,Memory,43,0.4623550052908826,0.7380952380952381
85,0,0,1,Memory,43,0.36988400423270607,0.7411764705882353
86,0,0,1,Memory,43,0.29590720338616483,0.7441860465116279
87,0,0,1,Memory,43,0.23672576270893186,0.7471264367816092
88,0,0,1,Memory,43,0.1893806101671455,0.75
89,0,0,1,Memory,43,0.1515044881337164,0.7528089887640449
90,0,0,1,Memory,43,0.12120359050697312,0.7555555555555555
91,0,1,0,Memory,43,0.09696287240557849,0.7472527472527473
92,0,1,0,Memory,43,0.2775702979244628,0.7391304347826086
93,0,1,0,Memory,43,0.4220562383395703,0.7311827956989247
94,1,1,1,Memory,43,0.5376449906716563,0.7340425531914894
95,1,1,1,Memory,43,0.630115992537325,0.7368421052631579
96,1,1,1,Memory,43,0.70409279402986,0.7395833333333334
97,1,1,1,Memory,43,0.763274235223888,0.7422680412371134
98,1,1,1,Memory,43,0.8106193881791104,0.7448979591836735
99,1,1,1,Memory,43,0.8484955105432883,0.7474747474747475
100,1,1,1,Memory,43,0.8787964084346307,0.75
1,0,0,1,WSLS,44,NA,1
2,0,0,1,WSLS,44,NA,1
3,0,0,1,WSLS,44,NA,1
4,0,0,1,WSLS,44,NA,1
5,0,0,1,WSLS,44,NA,1
6,0,0,1,WSLS,44,NA,1
7,0,0,1,WSLS,44,NA,1
8,0,0,1,WSLS,44,NA,1
9,0,0,1,WSLS,44,NA,1
10,0,0,1,WSLS,44,NA,1
11,0,1,0,WSLS,44,NA,0.9090909090909091
12,1,1,1,WSLS,44,NA,0.9166666666666666
13,1,1,1,WSLS,44,NA,0.9230769230769231
14,1,1,1,WSLS,44,NA,0.9285714285714286
15,1,1,1,WSLS,44,NA,0.9333333333333333
16,1,1,1,WSLS,44,NA,0.9375
17,1,1,1,WSLS,44,NA,0.9411764705882353
18,1,1,1,WSLS,44,NA,0.9444444444444444
19,1,1,1,WSLS,44,NA,0.9473684210526315
20,1,1,1,WSLS,44,NA,0.95
21,1,0,0,WSLS,44,NA,0.9047619047619048
22,0,0,1,WSLS,44,NA,0.9090909090909091
23,0,0,1,WSLS,44,NA,0.9130434782608695
24,0,0,1,WSLS,44,NA,0.9166666666666666
25,0,0,1,WSLS,44,NA,0.92
26,0,0,1,WSLS,44,NA,0.9230769230769231
27,0,0,1,WSLS,44,NA,0.9259259259259259
28,0,0,1,WSLS,44,NA,0.9285714285714286
29,0,0,1,WSLS,44,NA,0.9310344827586207
30,0,0,1,WSLS,44,NA,0.9333333333333333
31,0,1,0,WSLS,44,NA,0.9032258064516129
32,1,1,1,WSLS,44,NA,0.90625
33,1,1,1,WSLS,44,NA,0.9090909090909091
34,1,1,1,WSLS,44,NA,0.9117647058823529
35,1,1,1,WSLS,44,NA,0.9142857142857143
36,1,1,1,WSLS,44,NA,0.9166666666666666
37,1,1,1,WSLS,44,NA,0.918918918918919
38,1,1,1,WSLS,44,NA,0.9210526315789473
39,1,1,1,WSLS,44,NA,0.9230769230769231
40,1,1,1,WSLS,44,NA,0.925
41,1,0,0,WSLS,44,NA,0.9024390243902439
42,0,0,1,WSLS,44,NA,0.9047619047619048
43,0,0,1,WSLS,44,NA,0.9069767441860465
44,0,0,1,WSLS,44,NA,0.9090909090909091
45,0,0,1,WSLS,44,NA,0.9111111111111111
46,0,0,1,WSLS,44,NA,0.9130434782608695
47,0,0,1,WSLS,44,NA,0.9148936170212766
48,0,0,1,WSLS,44,NA,0.9166666666666666
49,0,0,1,WSLS,44,NA,0.9183673469387755
50,0,0,1,WSLS,44,NA,0.92
51,0,1,0,WSLS,44,NA,0.9019607843137255
52,1,1,1,WSLS,44,NA,0.9038461538461539
53,1,1,1,WSLS,44,NA,0.9056603773584906
54,1,1,1,WSLS,44,NA,0.9074074074074074
55,1,1,1,WSLS,44,NA,0.9090909090909091
56,1,1,1,WSLS,44,NA,0.9107142857142857
57,1,1,1,WSLS,44,NA,0.9122807017543859
58,1,1,1,WSLS,44,NA,0.9137931034482759
59,1,1,1,WSLS,44,NA,0.9152542372881356
60,0,1,0,WSLS,44,NA,0.9
61,1,0,0,WSLS,44,NA,0.8852459016393442
62,0,0,1,WSLS,44,NA,0.8870967741935484
63,0,0,1,WSLS,44,NA,0.8888888888888888
64,0,0,1,WSLS,44,NA,0.890625
65,1,0,0,WSLS,44,NA,0.8769230769230769
66,0,0,1,WSLS,44,NA,0.8787878787878788
67,0,0,1,WSLS,44,NA,0.8805970149253731
68,0,0,1,WSLS,44,NA,0.8823529411764706
69,0,0,1,WSLS,44,NA,0.8840579710144928
70,0,0,1,WSLS,44,NA,0.8857142857142857
71,0,1,0,WSLS,44,NA,0.8732394366197183
72,1,1,1,WSLS,44,NA,0.875
73,1,1,1,WSLS,44,NA,0.8767123287671232
74,1,1,1,WSLS,44,NA,0.8783783783783784
75,1,1,1,WSLS,44,NA,0.88
76,1,1,1,WSLS,44,NA,0.881578947368421
77,1,1,1,WSLS,44,NA,0.8831168831168831
78,1,1,1,WSLS,44,NA,0.8846153846153846
79,1,1,1,WSLS,44,NA,0.8860759493670886
80,1,1,1,WSLS,44,NA,0.8875
81,1,0,0,WSLS,44,NA,0.8765432098765432
82,0,0,1,WSLS,44,NA,0.8780487804878049
83,0,0,1,WSLS,44,NA,0.8795180722891566
84,0,0,1,WSLS,44,NA,0.8809523809523809
85,0,0,1,WSLS,44,NA,0.8823529411764706
86,0,0,1,WSLS,44,NA,0.8837209302325582
87,0,0,1,WSLS,44,NA,0.8850574712643678
88,0,0,1,WSLS,44,NA,0.8863636363636364
89,0,0,1,WSLS,44,NA,0.8876404494382022
90,0,0,1,WSLS,44,NA,0.8888888888888888
91,0,1,0,WSLS,44,NA,0.8791208791208791
92,1,1,1,WSLS,44,NA,0.8804347826086957
93,1,1,1,WSLS,44,NA,0.8817204301075269
94,1,1,1,WSLS,44,NA,0.8829787234042553
95,1,1,1,WSLS,44,NA,0.8842105263157894
96,1,1,1,WSLS,44,NA,0.8854166666666666
97,1,1,1,WSLS,44,NA,0.8865979381443299
98,1,1,1,WSLS,44,NA,0.8877551020408163
99,1,1,1,WSLS,44,NA,0.8888888888888888
100,1,1,1,WSLS,44,NA,0.89
1,0,0,1,Memory,44,0.5,1
2,0,0,1,Memory,44,0.4,1
3,1,0,0,Memory,44,0.32,0.6666666666666666
4,0,0,1,Memory,44,0.256,0.75
5,0,0,1,Memory,44,0.2048,0.8
6,0,0,1,Memory,44,0.16384,0.8333333333333334
7,0,0,1,Memory,44,0.13107200000000002,0.8571428571428571
8,0,0,1,Memory,44,0.10485760000000002,0.875
9,0,0,1,Memory,44,0.08388608000000002,0.8888888888888888
10,0,0,1,Memory,44,0.06710886400000002,0.9
11,0,1,0,Memory,44,0.053687091200000016,0.8181818181818182
12,0,1,0,Memory,44,0.24294967296,0.75
13,0,1,0,Memory,44,0.394359738368,0.6923076923076923
14,0,1,0,Memory,44,0.5154877906944,0.6428571428571429
15,1,1,1,Memory,44,0.6123902325555199,0.6666666666666666
16,1,1,1,Memory,44,0.689912186044416,0.6875
17,1,1,1,Memory,44,0.7519297488355328,0.7058823529411765
18,1,1,1,Memory,44,0.8015437990684262,0.7222222222222222
19,1,1,1,Memory,44,0.841235039254741,0.7368421052631579
20,1,1,1,Memory,44,0.8729880314037928,0.75
21,1,0,0,Memory,44,0.8983904251230342,0.7142857142857143
22,1,0,0,Memory,44,0.7187123400984274,0.6818181818181818
23,1,0,0,Memory,44,0.574969872078742,0.6521739130434783
24,1,0,0,Memory,44,0.45997589766299357,0.625
25,0,0,1,Memory,44,0.36798071813039485,0.64
26,1,0,0,Memory,44,0.2943845745043159,0.6153846153846154
27,0,0,1,Memory,44,0.2355076596034527,0.6296296296296297
28,0,0,1,Memory,44,0.18840612768276216,0.6428571428571429
29,0,0,1,Memory,44,0.15072490214620973,0.6551724137931034
30,0,0,1,Memory,44,0.12057992171696778,0.6666666666666666
31,0,1,0,Memory,44,0.09646393737357423,0.6451612903225806
32,0,1,0,Memory,44,0.2771711498988594,0.625
33,1,1,1,Memory,44,0.4217369199190875,0.6363636363636364
34,1,1,1,Memory,44,0.5373895359352701,0.6470588235294118
35,1,1,1,Memory,44,0.629911628748216,0.6571428571428571
36,1,1,1,Memory,44,0.7039293029985728,0.6666666666666666
37,1,1,1,Memory,44,0.7631434423988582,0.6756756756756757
38,1,1,1,Memory,44,0.8105147539190866,0.6842105263157895
39,1,1,1,Memory,44,0.8484118031352692,0.6923076923076923
40,1,1,1,Memory,44,0.8787294425082154,0.7
41,1,0,0,Memory,44,0.9029835540065723,0.6829268292682927
42,1,0,0,Memory,44,0.7223868432052578,0.6666666666666666
43,0,0,1,Memory,44,0.5779094745642063,0.6744186046511628
44,1,0,0,Memory,44,0.462327579651365,0.6590909090909091
45,0,0,1,Memory,44,0.369862063721092,0.6666666666666666
46,0,0,1,Memory,44,0.2958896509768736,0.6739130434782609
47,0,0,1,Memory,44,0.23671172078149888,0.6808510638297872
48,0,0,1,Memory,44,0.1893693766251991,0.6875
49,0,0,1,Memory,44,0.15149550130015926,0.6938775510204082
50,0,0,1,Memory,44,0.12119640104012741,0.7
51,0,1,0,Memory,44,0.09695712083210192,0.6862745098039216
52,0,1,0,Memory,44,0.27756569666568154,0.6730769230769231
53,0,1,0,Memory,44,0.4220525573325452,0.660377358490566
54,1,1,1,Memory,44,0.5376420458660361,0.6666666666666666
55,1,1,1,Memory,44,0.6301136366928289,0.6727272727272727
56,1,1,1,Memory,44,0.7040909093542631,0.6785714285714286
57,1,1,1,Memory,44,0.7632727274834105,0.6842105263157895
58,1,1,1,Memory,44,0.8106181819867284,0.6896551724137931
59,1,1,1,Memory,44,0.8484945455893828,0.6949152542372882
60,1,1,1,Memory,44,0.8787956364715062,0.7
61,1,0,0,Memory,44,0.9030365091772049,0.6885245901639344
62,1,0,0,Memory,44,0.722429207341764,0.6774193548387096
63,1,0,0,Memory,44,0.5779433658734112,0.6666666666666666
64,0,0,1,Memory,44,0.462354692698729,0.671875
65,0,0,1,Memory,44,0.36988375415898317,0.676923076923077
66,1,0,0,Memory,44,0.29590700332718656,0.6666666666666666
67,0,0,1,Memory,44,0.23672560266174925,0.6716417910447762
68,0,0,1,Memory,44,0.1893804821293994,0.6764705882352942
69,0,0,1,Memory,44,0.1515043857035195,0.6811594202898551
70,0,0,1,Memory,44,0.12120350856281562,0.6857142857142857
71,0,1,0,Memory,44,0.09696280685025249,0.676056338028169
72,1,1,1,Memory,44,0.27757024548020204,0.6805555555555556
73,1,1,1,Memory,44,0.42205619638416164,0.684931506849315
74,0,1,0,Memory,44,0.5376449571073293,0.6756756756756757
75,1,1,1,Memory,44,0.6301159656858635,0.68
76,1,1,1,Memory,44,0.7040927725486907,0.6842105263157895
77,1,1,1,Memory,44,0.7632742180389526,0.6883116883116883
78,1,1,1,Memory,44,0.810619374431162,0.6923076923076923
79,1,1,1,Memory,44,0.8484954995449296,0.6962025316455697
80,1,1,1,Memory,44,0.8787963996359437,0.7
81,1,0,0,Memory,44,0.903037119708755,0.691358024691358
82,1,0,0,Memory,44,0.722429695767004,0.6829268292682927
83,0,0,1,Memory,44,0.5779437566136032,0.6867469879518072
84,0,0,1,Memory,44,0.4623550052908826,0.6904761904761905
85,0,0,1,Memory,44,0.36988400423270607,0.6941176470588235
86,0,0,1,Memory,44,0.29590720338616483,0.6976744186046512
87,0,0,1,Memory,44,0.23672576270893186,0.7011494252873564
88,0,0,1,Memory,44,0.1893806101671455,0.7045454545454546
89,0,0,1,Memory,44,0.1515044881337164,0.7078651685393258
90,0,0,1,Memory,44,0.12120359050697312,0.7111111111111111
91,0,1,0,Memory,44,0.09696287240557849,0.7032967032967034
92,0,1,0,Memory,44,0.2775702979244628,0.6956521739130435
93,0,1,0,Memory,44,0.4220562383395703,0.6881720430107527
94,0,1,0,Memory,44,0.5376449906716563,0.6808510638297872
95,1,1,1,Memory,44,0.630115992537325,0.6842105263157895
96,1,1,1,Memory,44,0.70409279402986,0.6875
97,0,1,0,Memory,44,0.763274235223888,0.6804123711340206
98,1,1,1,Memory,44,0.8106193881791104,0.6836734693877551
99,1,1,1,Memory,44,0.8484955105432883,0.6868686868686869
100,0,1,0,Memory,44,0.8787964084346307,0.68
1,1,0,0,WSLS,45,NA,0
2,0,0,1,WSLS,45,NA,0.5
3,0,0,1,WSLS,45,NA,0.6666666666666666
4,0,0,1,WSLS,45,NA,0.75
5,0,0,1,WSLS,45,NA,0.8
6,0,0,1,WSLS,45,NA,0.8333333333333334
7,0,0,1,WSLS,45,NA,0.8571428571428571
8,0,0,1,WSLS,45,NA,0.875
9,0,0,1,WSLS,45,NA,0.8888888888888888
10,0,0,1,WSLS,45,NA,0.9
11,0,1,0,WSLS,45,NA,0.8181818181818182
12,1,1,1,WSLS,45,NA,0.8333333333333334
13,1,1,1,WSLS,45,NA,0.8461538461538461
14,1,1,1,WSLS,45,NA,0.8571428571428571
15,1,1,1,WSLS,45,NA,0.8666666666666667
16,1,1,1,WSLS,45,NA,0.875
17,1,1,1,WSLS,45,NA,0.8823529411764706
18,1,1,1,WSLS,45,NA,0.8888888888888888
19,1,1,1,WSLS,45,NA,0.8947368421052632
20,1,1,1,WSLS,45,NA,0.9
21,1,0,0,WSLS,45,NA,0.8571428571428571
22,0,0,1,WSLS,45,NA,0.8636363636363636
23,0,0,1,WSLS,45,NA,0.8695652173913043
24,0,0,1,WSLS,45,NA,0.875
25,0,0,1,WSLS,45,NA,0.88
26,0,0,1,WSLS,45,NA,0.8846153846153846
27,0,0,1,WSLS,45,NA,0.8888888888888888
28,0,0,1,WSLS,45,NA,0.8928571428571429
29,0,0,1,WSLS,45,NA,0.896551724137931
30,0,0,1,WSLS,45,NA,0.9
31,0,1,0,WSLS,45,NA,0.8709677419354839
32,1,1,1,WSLS,45,NA,0.875
33,1,1,1,WSLS,45,NA,0.8787878787878788
34,1,1,1,WSLS,45,NA,0.8823529411764706
35,1,1,1,WSLS,45,NA,0.8857142857142857
36,1,1,1,WSLS,45,NA,0.8888888888888888
37,1,1,1,WSLS,45,NA,0.8918918918918919
38,1,1,1,WSLS,45,NA,0.8947368421052632
39,1,1,1,WSLS,45,NA,0.8974358974358975
40,1,1,1,WSLS,45,NA,0.9
41,1,0,0,WSLS,45,NA,0.8780487804878049
42,0,0,1,WSLS,45,NA,0.8809523809523809
43,0,0,1,WSLS,45,NA,0.8837209302325582
44,1,0,0,WSLS,45,NA,0.8636363636363636
45,0,0,1,WSLS,45,NA,0.8666666666666667
46,0,0,1,WSLS,45,NA,0.8695652173913043
47,0,0,1,WSLS,45,NA,0.8723404255319149
48,0,0,1,WSLS,45,NA,0.875
49,0,0,1,WSLS,45,NA,0.8775510204081632
50,0,0,1,WSLS,45,NA,0.88
51,0,1,0,WSLS,45,NA,0.8627450980392157
52,1,1,1,WSLS,45,NA,0.8653846153846154
53,1,1,1,WSLS,45,NA,0.8679245283018868
54,1,1,1,WSLS,45,NA,0.8703703703703703
55,1,1,1,WSLS,45,NA,0.8727272727272727
56,1,1,1,WSLS,45,NA,0.875
57,1,1,1,WSLS,45,NA,0.8771929824561403
58,1,1,1,WSLS,45,NA,0.8793103448275862
59,0,1,0,WSLS,45,NA,0.864406779661017
60,1,1,1,WSLS,45,NA,0.8666666666666667
61,0,0,1,WSLS,45,NA,0.8688524590163934
62,0,0,1,WSLS,45,NA,0.8709677419354839
63,0,0,1,WSLS,45,NA,0.873015873015873
64,0,0,1,WSLS,45,NA,0.875
65,0,0,1,WSLS,45,NA,0.8769230769230769
66,0,0,1,WSLS,45,NA,0.8787878787878788
67,0,0,1,WSLS,45,NA,0.8805970149253731
68,0,0,1,WSLS,45,NA,0.8823529411764706
69,0,0,1,WSLS,45,NA,0.8840579710144928
70,0,0,1,WSLS,45,NA,0.8857142857142857
71,0,1,0,WSLS,45,NA,0.8732394366197183
72,1,1,1,WSLS,45,NA,0.875
73,1,1,1,WSLS,45,NA,0.8767123287671232
74,1,1,1,WSLS,45,NA,0.8783783783783784
75,1,1,1,WSLS,45,NA,0.88
76,1,1,1,WSLS,45,NA,0.881578947368421
77,1,1,1,WSLS,45,NA,0.8831168831168831
78,1,1,1,WSLS,45,NA,0.8846153846153846
79,1,1,1,WSLS,45,NA,0.8860759493670886
80,1,1,1,WSLS,45,NA,0.8875
81,1,0,0,WSLS,45,NA,0.8765432098765432
82,0,0,1,WSLS,45,NA,0.8780487804878049
83,0,0,1,WSLS,45,NA,0.8795180722891566
84,0,0,1,WSLS,45,NA,0.8809523809523809
85,0,0,1,WSLS,45,NA,0.8823529411764706
86,0,0,1,WSLS,45,NA,0.8837209302325582
87,0,0,1,WSLS,45,NA,0.8850574712643678
88,0,0,1,WSLS,45,NA,0.8863636363636364
89,0,0,1,WSLS,45,NA,0.8876404494382022
90,0,0,1,WSLS,45,NA,0.8888888888888888
91,0,1,0,WSLS,45,NA,0.8791208791208791
92,1,1,1,WSLS,45,NA,0.8804347826086957
93,1,1,1,WSLS,45,NA,0.8817204301075269
94,1,1,1,WSLS,45,NA,0.8829787234042553
95,1,1,1,WSLS,45,NA,0.8842105263157894
96,1,1,1,WSLS,45,NA,0.8854166666666666
97,1,1,1,WSLS,45,NA,0.8865979381443299
98,1,1,1,WSLS,45,NA,0.8877551020408163
99,1,1,1,WSLS,45,NA,0.8888888888888888
100,0,1,0,WSLS,45,NA,0.88
1,1,0,0,Memory,45,0.5,0
2,1,0,0,Memory,45,0.4,0
3,0,0,1,Memory,45,0.32,0.3333333333333333
4,0,0,1,Memory,45,0.256,0.5
5,0,0,1,Memory,45,0.2048,0.6
6,1,0,0,Memory,45,0.16384,0.5
7,0,0,1,Memory,45,0.13107200000000002,0.5714285714285714
8,0,0,1,Memory,45,0.10485760000000002,0.625
