pairing,opponent,strategy,position,sim_id,payoff_total,payoff_matcher,payoff_mismatcher,role_advantage,winrate,n_win_first,rep_win_first,n_loss_first,rep_loss_first,n_win_second,rep_win_second,n_loss_second,rep_loss_second
kToM vs WSLS,WSLS,kToM,A,55,4,6,-2,8,0.52,28,20,22,8,24,19,25,7
kToM vs WSLS,kToM,WSLS,B,55,-4,2,-6,8,0.48,22,15,28,15,25,12,24,13
kToM vs WSLS,WSLS,kToM,A,56,20,2,18,-16,0.6,26,20,24,8,34,27,15,7
kToM vs WSLS,kToM,WSLS,B,56,-20,-18,-2,-16,0.4,24,12,26,14,15,10,34,23
kToM vs WSLS,WSLS,kToM,A,57,-8,-12,4,-16,0.46,19,13,31,9,26,20,23,7
kToM vs WSLS,kToM,WSLS,B,57,8,-4,12,-16,0.54,31,14,19,11,23,16,26,14
kToM vs WSLS,WSLS,kToM,A,58,-2,0,-2,2,0.49,25,17,25,11,23,17,26,13
kToM vs WSLS,kToM,WSLS,B,58,2,2,-0,2,0.51,25,15,25,18,26,13,23,18
kToM vs WSLS,WSLS,kToM,A,59,6,2,4,-2,0.53,26,19,24,9,27,22,22,5
kToM vs WSLS,kToM,WSLS,B,59,-6,-4,-2,-2,0.47,24,18,26,12,22,12,27,16
kToM vs WSLS,WSLS,kToM,A,60,10,6,4,2,0.55,28,17,22,3,26,21,23,6
kToM vs WSLS,kToM,WSLS,B,60,-10,-4,-6,2,0.44999999999999996,22,14,28,15,23,15,26,16
kToM vs WSLS,WSLS,kToM,A,61,-8,-8,0,-8,0.46,21,14,29,13,25,15,24,5
kToM vs WSLS,kToM,WSLS,B,61,8,-0,8,-8,0.54,29,18,21,11,24,13,25,12
kToM vs WSLS,WSLS,kToM,A,62,12,6,6,0,0.56,28,22,22,5,28,19,21,5
kToM vs WSLS,kToM,WSLS,B,62,-12,-6,-6,0,0.43999999999999995,22,16,28,15,21,12,28,17
kToM vs WSLS,WSLS,kToM,A,63,14,8,6,2,0.57,29,21,21,5,28,21,21,6
kToM vs WSLS,kToM,WSLS,B,63,-14,-6,-8,2,0.43000000000000005,21,13,29,21,21,11,28,19
kToM vs WSLS,WSLS,kToM,A,64,14,0,14,-14,0.57,25,19,25,10,31,18,18,4
kToM vs WSLS,kToM,WSLS,B,64,-14,-14,-0,-14,0.43000000000000005,25,14,25,12,18,10,31,19
kToM vs WSLS,WSLS,kToM,A,65,2,2,0,2,0.51,26,18,24,13,24,22,25,7
kToM vs WSLS,kToM,WSLS,B,65,-2,-0,-2,2,0.49,24,13,26,18,25,11,24,10
kToM vs WSLS,WSLS,kToM,A,66,20,16,4,12,0.6,33,24,17,8,26,17,23,3
kToM vs WSLS,kToM,WSLS,B,66,-20,-4,-16,12,0.4,17,10,33,19,23,12,26,14
kToM vs WSLS,WSLS,kToM,A,67,18,12,6,6,0.59,31,24,19,3,28,21,21,3
kToM vs WSLS,kToM,WSLS,B,67,-18,-6,-12,6,0.41000000000000003,19,10,31,19,21,12,28,20
kToM vs WSLS,WSLS,kToM,A,68,14,12,2,10,0.57,31,21,19,3,25,19,24,8
kToM vs WSLS,kToM,WSLS,B,68,-14,-2,-12,10,0.43000000000000005,19,11,31,23,24,15,25,10
kToM vs WSLS,WSLS,kToM,A,69,-10,-12,2,-14,0.45,19,15,31,8,25,12,24,5
kToM vs WSLS,kToM,WSLS,B,69,10,-2,12,-14,0.55,31,18,19,8,24,16,25,17
kToM vs WSLS,WSLS,kToM,A,70,20,8,12,-4,0.6,29,19,21,6,31,13,18,6
kToM vs WSLS,kToM,WSLS,B,70,-20,-12,-8,-4,0.4,21,10,29,14,18,11,31,21
kToM vs WSLS,WSLS,kToM,A,71,0,-2,2,-4,0.5,24,16,26,2,26,18,23,8
kToM vs WSLS,kToM,WSLS,B,71,-0,-2,2,-4,0.5,26,14,24,8,23,14,26,14
kToM vs WSLS,WSLS,kToM,A,72,2,-2,4,-6,0.51,24,14,26,8,26,17,23,3
kToM vs WSLS,kToM,WSLS,B,72,-2,-4,2,-6,0.49,26,16,24,15,23,11,26,16
kToM vs WSLS,WSLS,kToM,A,73,20,14,6,8,0.6,32,23,18,3,27,22,22,9
kToM vs WSLS,kToM,WSLS,B,73,-20,-6,-14,8,0.4,18,15,32,15,22,9,27,17
kToM vs WSLS,WSLS,kToM,A,74,0,-6,6,-12,0.5,22,19,28,9,28,18,21,6
kToM vs WSLS,kToM,WSLS,B,74,-0,-6,6,-12,0.5,28,14,22,12,21,15,28,12
kToM vs WSLS,WSLS,kToM,A,75,8,6,2,4,0.54,28,22,22,6,25,18,24,6
kToM vs WSLS,kToM,WSLS,B,75,-8,-2,-6,4,0.45999999999999996,22,10,28,15,24,12,25,14
kToM vs WSLS,WSLS,kToM,A,76,6,8,-2,10,0.53,29,20,21,6,24,15,25,6
kToM vs WSLS,kToM,WSLS,B,76,-6,2,-8,10,0.47,21,12,29,17,25,14,24,12
kToM vs WSLS,WSLS,kToM,A,77,4,0,4,-4,0.52,25,17,25,11,27,16,22,9
kToM vs WSLS,kToM,WSLS,B,77,-4,-4,-0,-4,0.48,25,15,25,16,22,13,27,16
kToM vs WSLS,WSLS,kToM,A,78,-2,-6,4,-10,0.49,22,15,28,10,27,20,22,8
kToM vs WSLS,kToM,WSLS,B,78,2,-4,6,-10,0.51,28,18,22,13,22,11,27,16
kToM vs WSLS,WSLS,kToM,A,79,18,14,4,10,0.59,32,19,18,6,26,22,23,4
kToM vs WSLS,kToM,WSLS,B,79,-18,-4,-14,10,0.41000000000000003,18,12,32,21,23,11,26,14
kToM vs WSLS,WSLS,kToM,A,80,2,2,0,2,0.51,26,20,24,12,24,20,25,7
kToM vs WSLS,kToM,WSLS,B,80,-2,-0,-2,2,0.49,24,18,26,11,25,12,24,11
kToM vs WSLS,WSLS,kToM,A,81,6,6,0,6,0.53,28,17,22,7,25,18,24,10
kToM vs WSLS,kToM,WSLS,B,81,-6,-0,-6,6,0.47,22,13,28,15,24,13,25,17
kToM vs WSLS,WSLS,kToM,A,82,4,6,-2,8,0.52,28,22,22,7,24,16,25,9
kToM vs WSLS,kToM,WSLS,B,82,-4,2,-6,8,0.48,22,12,28,19,25,10,24,16
kToM vs WSLS,WSLS,kToM,A,83,10,2,8,-6,0.55,26,20,24,7,29,22,20,8
kToM vs WSLS,kToM,WSLS,B,83,-10,-8,-2,-6,0.44999999999999996,24,13,26,12,20,12,29,16
kToM vs WSLS,WSLS,kToM,A,84,24,14,10,4,0.62,32,24,18,8,29,24,20,8
kToM vs WSLS,kToM,WSLS,B,84,-24,-10,-14,4,0.38,18,11,32,25,20,9,29,20
kToM vs WSLS,WSLS,kToM,A,85,-12,0,-12,12,0.44,25,17,25,8,19,15,30,7
kToM vs WSLS,kToM,WSLS,B,85,12,12,-0,12,0.56,25,12,25,9,30,11,19,9
kToM vs WSLS,WSLS,kToM,A,86,6,-2,8,-10,0.53,24,16,26,6,28,21,21,8
kToM vs WSLS,kToM,WSLS,B,86,-6,-8,2,-10,0.47,26,12,24,15,21,15,28,18
kToM vs WSLS,WSLS,kToM,A,87,14,16,-2,18,0.57,33,24,17,8,24,18,25,8
kToM vs WSLS,kToM,WSLS,B,87,-14,2,-16,18,0.43000000000000005,17,9,33,21,25,14,24,13
kToM vs WSLS,WSLS,kToM,A,88,18,4,14,-10,0.59,27,18,23,6,32,20,17,8
kToM vs WSLS,kToM,WSLS,B,88,-18,-14,-4,-10,0.41000000000000003,23,14,27,15,17,14,32,21
kToM vs WSLS,WSLS,kToM,A,89,4,0,4,-4,0.52,25,21,25,6,27,21,22,7
kToM vs WSLS,kToM,WSLS,B,89,-4,-4,-0,-4,0.48,25,16,25,11,22,14,27,15
kToM vs WSLS,WSLS,kToM,A,90,4,-4,8,-12,0.52,23,14,27,7,28,23,21,8
kToM vs WSLS,kToM,WSLS,B,90,-4,-8,4,-12,0.48,27,17,23,12,21,14,28,15
kToM vs WSLS,WSLS,kToM,A,91,10,12,-2,14,0.55,31,22,19,2,24,16,25,8
kToM vs WSLS,kToM,WSLS,B,91,-10,2,-12,14,0.44999999999999996,19,13,31,18,25,17,24,15
kToM vs WSLS,WSLS,kToM,A,92,4,-4,8,-12,0.52,23,18,27,13,29,24,20,5
kToM vs WSLS,kToM,WSLS,B,92,-4,-8,4,-12,0.48,27,14,23,10,20,11,29,16
kToM vs WSLS,WSLS,kToM,A,93,-16,-14,-2,-12,0.42,18,12,32,12,23,13,26,6
kToM vs WSLS,kToM,WSLS,B,93,16,2,14,-12,0.5800000000000001,32,19,18,6,26,15,23,13
kToM vs WSLS,WSLS,kToM,A,94,20,12,8,4,0.6,31,22,19,8,29,18,20,8
kToM vs WSLS,kToM,WSLS,B,94,-20,-8,-12,4,0.4,19,11,31,22,20,15,29,15
kToM vs WSLS,WSLS,kToM,A,95,-2,-6,4,-10,0.49,22,19,28,6,27,23,22,8
kToM vs WSLS,kToM,WSLS,B,95,2,-4,6,-10,0.51,28,16,22,9,22,16,27,12
kToM vs WSLS,WSLS,kToM,A,96,6,12,-6,18,0.53,31,20,19,3,22,15,27,10
kToM vs WSLS,kToM,WSLS,B,96,-6,6,-12,18,0.47,19,12,31,22,27,18,22,12
kToM vs WSLS,WSLS,kToM,A,97,6,-2,8,-10,0.53,24,19,26,5,28,19,21,7
kToM vs WSLS,kToM,WSLS,B,97,-6,-8,2,-10,0.47,26,13,24,13,21,8,28,17
kToM vs WSLS,WSLS,kToM,A,98,0,0,0,0,0.5,25,23,25,12,25,20,24,10
kToM vs WSLS,kToM,WSLS,B,98,-0,-0,-0,0,0.5,25,14,25,14,24,14,25,13
kToM vs WSLS,WSLS,kToM,A,99,4,6,-2,8,0.52,28,21,22,9,24,18,25,6
kToM vs WSLS,kToM,WSLS,B,99,-4,2,-6,8,0.48,22,13,28,17,25,13,24,11
kToM vs WSLS,WSLS,kToM,A,100,18,8,10,-2,0.59,29,22,21,6,30,17,19,6
kToM vs WSLS,kToM,WSLS,B,100,-18,-10,-8,-2,0.41000000000000003,21,13,29,16,19,10,30,12
kToM vs WSLS,WSLS,kToM,A,101,10,2,8,-6,0.55,26,20,24,6,28,20,21,8
kToM vs WSLS,kToM,WSLS,B,101,-10,-8,-2,-6,0.44999999999999996,24,12,26,11,21,14,28,15
kToM vs WSLS,WSLS,kToM,A,102,-6,-4,-2,-2,0.47,23,18,27,8,23,13,26,11
kToM vs WSLS,kToM,WSLS,B,102,6,2,4,-2,0.53,27,15,23,11,26,12,23,14
kToM vs WSLS,WSLS,kToM,A,103,20,8,12,-4,0.6,29,19,21,3,30,24,19,5
kToM vs WSLS,kToM,WSLS,B,103,-20,-12,-8,-4,0.4,21,15,29,20,19,14,30,13
kToM vs WSLS,WSLS,kToM,A,104,10,4,6,-2,0.55,27,17,23,10,27,14,22,6
kToM vs WSLS,kToM,WSLS,B,104,-10,-6,-4,-2,0.44999999999999996,23,14,27,10,22,16,27,13
kToM vs WSLS,WSLS,kToM,A,105,8,4,4,0,0.54,27,21,23,9,27,22,22,8
kToM vs WSLS,kToM,WSLS,B,105,-8,-4,-4,0,0.45999999999999996,23,14,27,14,22,13,27,17
kToM vs WSLS,WSLS,kToM,A,106,10,-2,12,-14,0.55,24,20,26,9,31,26,18,3
kToM vs WSLS,kToM,WSLS,B,106,-10,-12,2,-14,0.44999999999999996,26,17,24,13,18,12,31,20
kToM vs WSLS,WSLS,kToM,A,107,8,8,0,8,0.54,29,21,21,5,25,23,24,6
kToM vs WSLS,kToM,WSLS,B,107,-8,-0,-8,8,0.45999999999999996,21,16,29,18,24,14,25,12
kToM vs WSLS,WSLS,kToM,A,108,10,10,0,10,0.55,30,23,20,8,25,15,24,10
kToM vs WSLS,kToM,WSLS,B,108,-10,-0,-10,10,0.44999999999999996,20,10,30,21,24,11,25,14
kToM vs WSLS,WSLS,kToM,A,109,4,6,-2,8,0.52,28,24,22,8,24,16,25,4
kToM vs WSLS,kToM,WSLS,B,109,-4,2,-6,8,0.48,22,19,28,17,25,14,24,14
kToM vs WSLS,WSLS,kToM,A,110,10,-4,14,-18,0.55,23,16,27,10,31,24,18,3
kToM vs WSLS,kToM,WSLS,B,110,-10,-14,4,-18,0.44999999999999996,27,15,23,10,18,12,31,19
kToM vs WSLS,WSLS,kToM,A,111,0,-6,6,-12,0.5,22,13,28,12,27,17,22,5
kToM vs WSLS,kToM,WSLS,B,111,-0,-6,6,-12,0.5,28,18,22,15,22,13,27,17
kToM vs WSLS,WSLS,kToM,A,112,12,6,6,0,0.56,28,24,22,8,28,18,21,8
kToM vs WSLS,kToM,WSLS,B,112,-12,-6,-6,0,0.43999999999999995,22,13,28,14,21,17,28,18
kToM vs WSLS,WSLS,kToM,A,113,-2,-4,2,-6,0.49,23,12,27,6,25,15,24,7
kToM vs WSLS,kToM,WSLS,B,113,2,-2,4,-6,0.51,27,13,23,12,24,13,25,14
kToM vs WSLS,WSLS,kToM,A,114,0,-8,8,-16,0.5,21,12,29,9,29,20,20,6
kToM vs WSLS,kToM,WSLS,B,114,-0,-8,8,-16,0.5,29,17,21,8,20,10,29,17
kToM vs WSLS,WSLS,kToM,A,115,4,-14,18,-32,0.52,18,14,32,10,33,19,16,2
kToM vs WSLS,kToM,WSLS,B,115,-4,-18,14,-32,0.48,32,17,18,8,16,13,33,23
kToM vs WSLS,WSLS,kToM,A,116,4,4,0,4,0.52,27,19,23,11,25,20,24,8
kToM vs WSLS,kToM,WSLS,B,116,-4,-0,-4,4,0.48,23,17,27,14,24,13,25,15
kToM vs WSLS,WSLS,kToM,A,117,24,14,10,4,0.62,32,20,18,7,30,16,19,6
kToM vs WSLS,kToM,WSLS,B,117,-24,-10,-14,4,0.38,18,10,32,20,19,9,30,21
kToM vs WSLS,WSLS,kToM,A,118,-6,-8,2,-10,0.47,21,15,29,8,25,16,24,7
kToM vs WSLS,kToM,WSLS,B,118,6,-2,8,-10,0.53,29,19,21,12,24,14,25,11
kToM vs WSLS,WSLS,kToM,A,119,2,-2,4,-6,0.51,24,18,26,8,26,22,23,9
kToM vs WSLS,kToM,WSLS,B,119,-2,-4,2,-6,0.49,26,15,24,14,23,12,26,16
kToM vs WSLS,WSLS,kToM,A,120,22,10,12,-2,0.61,30,24,20,7,30,19,19,7
kToM vs WSLS,kToM,WSLS,B,120,-22,-12,-10,-2,0.39,20,8,30,22,19,9,30,21
kToM vs WSLS,WSLS,kToM,A,121,-2,-6,4,-10,0.49,22,11,28,11,26,16,23,3
kToM vs WSLS,kToM,WSLS,B,121,2,-4,6,-10,0.51,28,13,22,9,23,11,26,14
kToM vs WSLS,WSLS,kToM,A,122,12,4,8,-4,0.56,27,21,23,12,28,20,21,8
kToM vs WSLS,kToM,WSLS,B,122,-12,-8,-4,-4,0.43999999999999995,23,14,27,13,21,12,28,16
kToM vs WSLS,WSLS,kToM,A,123,4,14,-10,24,0.52,32,22,18,3,20,11,29,6
kToM vs WSLS,kToM,WSLS,B,123,-4,10,-14,24,0.48,18,10,32,19,29,16,20,11
kToM vs WSLS,WSLS,kToM,A,124,10,2,8,-6,0.55,26,16,24,8,28,20,21,5
kToM vs WSLS,kToM,WSLS,B,124,-10,-8,-2,-6,0.44999999999999996,24,14,26,13,21,11,28,13
kToM vs WSLS,WSLS,kToM,A,125,0,-4,4,-8,0.5,23,15,27,9,27,21,22,6
kToM vs WSLS,kToM,WSLS,B,125,-0,-4,4,-8,0.5,27,15,23,14,22,11,27,17
kToM vs WSLS,WSLS,kToM,A,126,0,2,-2,4,0.5,26,23,24,8,23,13,26,3
kToM vs WSLS,kToM,WSLS,B,126,-0,2,-2,4,0.5,24,20,26,16,26,17,23,10
kToM vs WSLS,WSLS,kToM,A,127,-14,2,-16,18,0.43,26,19,24,11,16,12,33,14
kToM vs WSLS,kToM,WSLS,B,127,14,16,-2,18,0.5700000000000001,24,15,26,19,33,14,16,9
kToM vs WSLS,WSLS,kToM,A,128,12,8,4,4,0.56,29,17,21,7,27,19,22,7
kToM vs WSLS,kToM,WSLS,B,128,-12,-4,-8,4,0.43999999999999995,21,13,29,14,22,15,27,15
kToM vs WSLS,WSLS,kToM,A,129,10,6,4,2,0.55,28,18,22,7,27,18,22,5
kToM vs WSLS,kToM,WSLS,B,129,-10,-4,-6,2,0.44999999999999996,22,10,28,15,22,13,27,14
kToM vs WSLS,WSLS,kToM,A,130,6,4,2,2,0.53,27,21,23,6,25,19,24,8
kToM vs WSLS,kToM,WSLS,B,130,-6,-2,-4,2,0.47,23,14,27,15,24,14,25,14
kToM vs WSLS,WSLS,kToM,A,131,12,-6,18,-24,0.56,22,17,28,10,33,22,16,3
kToM vs WSLS,kToM,WSLS,B,131,-12,-18,6,-24,0.43999999999999995,28,13,22,11,16,12,33,17
kToM vs WSLS,WSLS,kToM,A,132,6,0,6,-6,0.53,25,19,25,9,27,18,22,9
kToM vs WSLS,kToM,WSLS,B,132,-6,-6,-0,-6,0.47,25,11,25,16,22,12,27,17
kToM vs WSLS,WSLS,kToM,A,133,8,6,2,4,0.54,28,21,22,8,26,19,23,9
kToM vs WSLS,kToM,WSLS,B,133,-8,-2,-6,4,0.45999999999999996,22,14,28,19,23,13,26,17
kToM vs WSLS,WSLS,kToM,A,134,6,4,2,2,0.53,27,16,23,11,26,19,23,10
kToM vs WSLS,kToM,WSLS,B,134,-6,-2,-4,2,0.47,23,13,27,16,23,11,26,12
kToM vs WSLS,WSLS,kToM,A,135,12,0,12,-12,0.56,25,20,25,9,30,21,19,4
kToM vs WSLS,kToM,WSLS,B,135,-12,-12,-0,-12,0.43999999999999995,25,16,25,12,19,15,30,19
kToM vs WSLS,WSLS,kToM,A,136,12,6,6,0,0.56,28,19,22,9,27,23,22,4
kToM vs WSLS,kToM,WSLS,B,136,-12,-6,-6,0,0.43999999999999995,22,10,28,9,22,11,27,15
kToM vs WSLS,WSLS,kToM,A,137,14,12,2,10,0.57,31,20,19,6,26,16,23,5
kToM vs WSLS,kToM,WSLS,B,137,-14,-2,-12,10,0.43000000000000005,19,10,31,20,23,12,26,15
kToM vs WSLS,WSLS,kToM,A,138,10,8,2,6,0.55,29,18,21,10,26,16,23,4
kToM vs WSLS,kToM,WSLS,B,138,-10,-2,-8,6,0.44999999999999996,21,12,29,18,23,14,26,13
kToM vs WSLS,WSLS,kToM,A,139,30,14,16,-2,0.65,32,24,18,6,33,25,16,6
kToM vs WSLS,kToM,WSLS,B,139,-30,-16,-14,-2,0.35,18,8,32,18,16,10,33,24
kToM vs WSLS,WSLS,kToM,A,140,22,14,8,6,0.61,32,23,18,5,29,22,20,4
kToM vs WSLS,kToM,WSLS,B,140,-22,-8,-14,6,0.39,18,9,32,22,20,12,29,13
kToM vs WSLS,WSLS,kToM,A,141,-4,-2,-2,0,0.48,24,17,26,7,24,17,25,8
kToM vs WSLS,kToM,WSLS,B,141,4,2,2,0,0.52,26,18,24,11,25,12,24,18
kToM vs WSLS,WSLS,kToM,A,142,-2,-6,4,-10,0.49,22,13,28,7,26,20,23,7
kToM vs WSLS,kToM,WSLS,B,142,2,-4,6,-10,0.51,28,13,22,9,23,14,26,13
kToM vs WSLS,WSLS,kToM,A,143,4,14,-10,24,0.52,32,22,18,6,20,14,29,7
kToM vs WSLS,kToM,WSLS,B,143,-4,10,-14,24,0.48,18,13,32,20,29,17,20,4
kToM vs WSLS,WSLS,kToM,A,144,-8,-2,-6,4,0.46,24,21,26,5,21,19,28,7
kToM vs WSLS,kToM,WSLS,B,144,8,6,2,4,0.54,26,11,24,15,28,14,21,11
kToM vs WSLS,WSLS,kToM,A,145,-2,10,-12,22,0.49,30,19,20,5,19,11,30,9
kToM vs WSLS,kToM,WSLS,B,145,2,12,-10,22,0.51,20,13,30,16,30,18,19,10
kToM vs WSLS,WSLS,kToM,A,146,8,4,4,0,0.54,27,18,23,5,26,20,23,7
kToM vs WSLS,kToM,WSLS,B,146,-8,-4,-4,0,0.45999999999999996,23,12,27,14,23,18,26,17
kToM vs WSLS,WSLS,kToM,A,147,14,0,14,-14,0.57,25,14,25,9,31,24,18,5
kToM vs WSLS,kToM,WSLS,B,147,-14,-14,-0,-14,0.43000000000000005,25,18,25,12,18,11,31,19
kToM vs WSLS,WSLS,kToM,A,148,-2,6,-8,14,0.49,28,20,22,4,21,17,28,8
kToM vs WSLS,kToM,WSLS,B,148,2,8,-6,14,0.51,22,16,28,18,28,14,21,12
kToM vs WSLS,WSLS,kToM,A,149,6,-4,10,-14,0.53,23,13,27,11,29,24,20,8
kToM vs WSLS,kToM,WSLS,B,149,-6,-10,4,-14,0.47,27,13,23,13,20,12,29,14
kToM vs WSLS,WSLS,kToM,A,150,6,6,0,6,0.53,28,18,22,9,24,16,25,10
kToM vs WSLS,kToM,WSLS,B,150,-6,-0,-6,6,0.47,22,16,28,20,25,13,24,13
kToM vs WSLS,WSLS,kToM,A,151,-2,0,-2,2,0.49,25,18,25,10,24,17,25,8
kToM vs WSLS,kToM,WSLS,B,151,2,2,-0,2,0.51,25,15,25,15,25,14,24,14
kToM vs WSLS,WSLS,kToM,A,152,-4,-4,0,-4,0.48,23,15,27,7,25,18,24,7
kToM vs WSLS,kToM,WSLS,B,152,4,-0,4,-4,0.52,27,19,23,13,24,12,25,14
kToM vs WSLS,WSLS,kToM,A,153,-2,-4,2,-6,0.49,23,15,27,6,26,20,23,8
kToM vs WSLS,kToM,WSLS,B,153,2,-2,4,-6,0.51,27,14,23,14,23,13,26,16
kToM vs WSLS,WSLS,kToM,A,154,4,12,-8,20,0.52,31,27,19,4,20,17,29,13
kToM vs WSLS,kToM,WSLS,B,154,-4,8,-12,20,0.48,19,14,31,16,29,20,20,11
kToM vs WSLS,WSLS,kToM,A,155,6,6,0,6,0.53,28,22,22,5,24,20,25,4
kToM vs WSLS,kToM,WSLS,B,155,-6,-0,-6,6,0.47,22,15,28,15,25,14,24,16
kToM vs WSLS,WSLS,kToM,A,156,6,14,-8,22,0.53,32,26,18,3,21,17,28,8
kToM vs WSLS,kToM,WSLS,B,156,-6,8,-14,22,0.47,18,15,32,15,28,15,21,10
kToM vs WSLS,WSLS,kToM,A,157,14,6,8,-2,0.57,28,22,22,10,29,21,20,4
kToM vs WSLS,kToM,WSLS,B,157,-14,-8,-6,-2,0.43000000000000005,22,13,28,16,20,16,29,18
kToM vs WSLS,WSLS,kToM,A,158,6,0,6,-6,0.53,25,19,25,7,27,22,22,7
kToM vs WSLS,kToM,WSLS,B,158,-6,-6,-0,-6,0.47,25,13,25,10,22,12,27,14
kToM vs WSLS,WSLS,kToM,A,159,-4,0,-4,4,0.48,25,20,25,9,23,18,26,3
kToM vs WSLS,kToM,WSLS,B,159,4,4,-0,4,0.52,25,15,25,14,26,11,23,9
kToM vs WSLS,WSLS,kToM,A,160,8,10,-2,12,0.54,30,24,20,9,23,14,26,6
kToM vs WSLS,kToM,WSLS,B,160,-8,2,-10,12,0.45999999999999996,20,15,30,15,26,12,23,10
kToM vs WSLS,WSLS,kToM,A,161,2,4,-2,6,0.51,27,19,23,11,23,14,26,7
kToM vs WSLS,kToM,WSLS,B,161,-2,2,-4,6,0.49,23,14,27,17,26,16,23,13
kToM vs WSLS,WSLS,kToM,A,162,20,4,16,-12,0.6,27,16,23,8,33,21,16,6
kToM vs WSLS,kToM,WSLS,B,162,-20,-16,-4,-12,0.4,23,10,27,15,16,9,33,21
kToM vs WSLS,WSLS,kToM,A,163,20,6,14,-8,0.6,28,24,22,5,32,25,17,6
kToM vs WSLS,kToM,WSLS,B,163,-20,-14,-6,-8,0.4,22,12,28,15,17,8,32,20
kToM vs WSLS,WSLS,kToM,A,164,0,-4,4,-8,0.5,23,21,27,11,26,20,23,9
kToM vs WSLS,kToM,WSLS,B,164,-0,-4,4,-8,0.5,27,16,23,12,23,10,26,14
kToM vs WSLS,WSLS,kToM,A,165,0,-4,4,-8,0.5,23,14,27,9,27,14,22,10
kToM vs WSLS,kToM,WSLS,B,165,-0,-4,4,-8,0.5,27,17,23,14,22,11,27,14
kToM vs WSLS,WSLS,kToM,A,166,8,10,-2,12,0.54,30,23,20,7,23,16,26,12
kToM vs WSLS,kToM,WSLS,B,166,-8,2,-10,12,0.45999999999999996,20,12,30,15,26,13,23,11
kToM vs WSLS,WSLS,kToM,A,167,8,-4,12,-16,0.54,23,22,27,6,31,26,18,5
kToM vs WSLS,kToM,WSLS,B,167,-8,-12,4,-16,0.45999999999999996,27,15,23,12,18,12,31,19
kToM vs WSLS,WSLS,kToM,A,168,22,0,22,-22,0.61,25,17,25,4,35,22,14,5
kToM vs WSLS,kToM,WSLS,B,168,-22,-22,-0,-22,0.39,25,16,25,11,14,9,35,20
kToM vs WSLS,WSLS,kToM,A,169,4,6,-2,8,0.52,28,25,22,6,24,17,25,8
kToM vs WSLS,kToM,WSLS,B,169,-4,2,-6,8,0.48,22,15,28,13,25,14,24,15
kToM vs WSLS,WSLS,kToM,A,170,6,6,0,6,0.53,28,21,22,7,24,21,25,13
kToM vs WSLS,kToM,WSLS,B,170,-6,-0,-6,6,0.47,22,13,28,15,25,13,24,11
kToM vs WSLS,WSLS,kToM,A,171,4,-4,8,-12,0.52,23,15,27,12,28,21,21,9
kToM vs WSLS,kToM,WSLS,B,171,-4,-8,4,-12,0.48,27,16,23,14,21,17,28,19
kToM vs WSLS,WSLS,kToM,A,172,6,6,0,6,0.53,28,21,22,2,24,16,25,6
kToM vs WSLS,kToM,WSLS,B,172,-6,-0,-6,6,0.47,22,15,28,14,25,17,24,17
kToM vs WSLS,WSLS,kToM,A,173,0,-4,4,-8,0.5,23,19,27,8,26,19,23,4
kToM vs WSLS,kToM,WSLS,B,173,-0,-4,4,-8,0.5,27,15,23,12,23,14,26,15
kToM vs WSLS,WSLS,kToM,A,174,-6,-10,4,-14,0.47,20,10,30,13,26,20,23,13
kToM vs WSLS,kToM,WSLS,B,174,6,-4,10,-14,0.53,30,15,20,8,23,10,26,12
kToM vs WSLS,WSLS,kToM,A,175,14,0,14,-14,0.57,25,16,25,10,31,19,18,6
kToM vs WSLS,kToM,WSLS,B,175,-14,-14,-0,-14,0.43000000000000005,25,17,25,11,18,10,31,19
kToM vs WSLS,WSLS,kToM,A,176,6,10,-4,14,0.53,30,18,20,6,22,15,27,7
kToM vs WSLS,kToM,WSLS,B,176,-6,4,-10,14,0.47,20,10,30,19,27,16,22,7
kToM vs WSLS,WSLS,kToM,A,177,16,2,14,-12,0.58,26,20,24,8,31,28,18,2
kToM vs WSLS,kToM,WSLS,B,177,-16,-14,-2,-12,0.42000000000000004,24,13,26,16,18,12,31,25
kToM vs WSLS,WSLS,kToM,A,178,2,-6,8,-14,0.51,22,16,28,11,28,15,21,3
kToM vs WSLS,kToM,WSLS,B,178,-2,-8,6,-14,0.49,28,17,22,13,21,12,28,14
kToM vs WSLS,WSLS,kToM,A,179,-6,6,-12,18,0.47,28,16,22,8,18,11,31,8
kToM vs WSLS,kToM,WSLS,B,179,6,12,-6,18,0.53,22,11,28,16,31,15,18,11
kToM vs WSLS,WSLS,kToM,A,180,2,6,-4,10,0.51,28,22,22,7,22,15,27,7
kToM vs WSLS,kToM,WSLS,B,180,-2,4,-6,10,0.49,22,9,28,16,27,11,22,12
kToM vs WSLS,WSLS,kToM,A,181,18,8,10,-2,0.59,29,22,21,7,29,18,20,5
kToM vs WSLS,kToM,WSLS,B,181,-18,-10,-8,-2,0.41000000000000003,21,13,29,16,20,14,29,14
kToM vs WSLS,WSLS,kToM,A,182,0,-2,2,-4,0.5,24,16,26,9,25,18,24,7
kToM vs WSLS,kToM,WSLS,B,182,-0,-2,2,-4,0.5,26,14,24,10,24,12,25,12
kToM vs WSLS,WSLS,kToM,A,183,4,4,0,4,0.52,27,18,23,5,25,16,24,8
kToM vs WSLS,kToM,WSLS,B,183,-4,-0,-4,4,0.48,23,14,27,14,24,16,25,18
