pairing,opponent,strategy,position,sim_id,payoff_total,payoff_matcher,payoff_mismatcher,role_advantage,winrate,n_win_first,rep_win_first,n_loss_first,rep_loss_first,n_win_second,rep_win_second,n_loss_second,rep_loss_second
kToM vs WSLS,WSLS,kToM,A,184,8,0,8,-8,0.54,25,15,25,6,28,17,21,4
kToM vs WSLS,kToM,WSLS,B,184,-8,-8,-0,-8,0.45999999999999996,25,16,25,13,21,13,28,15
kToM vs WSLS,WSLS,kToM,A,185,6,10,-4,14,0.53,30,20,20,5,22,17,27,9
kToM vs WSLS,kToM,WSLS,B,185,-6,4,-10,14,0.47,20,13,30,22,27,18,22,7
kToM vs WSLS,WSLS,kToM,A,186,26,16,10,6,0.63,33,24,17,4,29,23,20,8
kToM vs WSLS,kToM,WSLS,B,186,-26,-10,-16,6,0.37,17,8,33,21,20,11,29,16
kToM vs WSLS,WSLS,kToM,A,187,18,2,16,-14,0.59,26,16,24,9,32,22,17,7
kToM vs WSLS,kToM,WSLS,B,187,-18,-16,-2,-14,0.41000000000000003,24,13,26,12,17,11,32,14
kToM vs WSLS,WSLS,kToM,A,188,16,12,4,8,0.58,31,22,19,7,27,20,22,5
kToM vs WSLS,kToM,WSLS,B,188,-16,-4,-12,8,0.42000000000000004,19,12,31,17,22,13,27,17
kToM vs WSLS,WSLS,kToM,A,189,0,2,-2,4,0.5,26,22,24,11,24,16,25,5
kToM vs WSLS,kToM,WSLS,B,189,-0,2,-2,4,0.5,24,15,26,12,25,15,24,16
kToM vs WSLS,WSLS,kToM,A,190,-4,0,-4,4,0.48,25,20,25,7,23,16,26,11
kToM vs WSLS,kToM,WSLS,B,190,4,4,-0,4,0.52,25,13,25,12,26,17,23,12
kToM vs WSLS,WSLS,kToM,A,191,-10,-4,-6,2,0.45,23,19,27,9,21,18,28,8
kToM vs WSLS,kToM,WSLS,B,191,10,6,4,2,0.55,27,11,23,12,28,13,21,8
kToM vs WSLS,WSLS,kToM,A,192,14,2,12,-10,0.57,26,20,24,12,31,24,18,7
kToM vs WSLS,kToM,WSLS,B,192,-14,-12,-2,-10,0.43000000000000005,24,17,26,13,18,9,31,20
kToM vs WSLS,WSLS,kToM,A,193,10,4,6,-2,0.55,27,10,23,7,28,21,21,10
kToM vs WSLS,kToM,WSLS,B,193,-10,-6,-4,-2,0.44999999999999996,23,13,27,17,21,16,28,17
kToM vs WSLS,WSLS,kToM,A,194,16,12,4,8,0.58,31,22,19,9,27,21,22,7
kToM vs WSLS,kToM,WSLS,B,194,-16,-4,-12,8,0.42000000000000004,19,9,31,17,22,17,27,15
kToM vs WSLS,WSLS,kToM,A,195,2,2,0,2,0.51,26,17,24,9,25,21,24,6
kToM vs WSLS,kToM,WSLS,B,195,-2,-0,-2,2,0.49,24,19,26,17,24,14,25,12
kToM vs WSLS,WSLS,kToM,A,196,8,-2,10,-12,0.54,24,17,26,10,29,20,20,3
kToM vs WSLS,kToM,WSLS,B,196,-8,-10,2,-12,0.45999999999999996,26,16,24,16,20,13,29,19
kToM vs WSLS,WSLS,kToM,A,197,22,14,8,6,0.61,32,19,18,4,29,20,20,8
kToM vs WSLS,kToM,WSLS,B,197,-22,-8,-14,6,0.39,18,10,32,16,20,14,29,15
kToM vs WSLS,WSLS,kToM,A,198,4,6,-2,8,0.52,28,17,22,5,24,15,25,10
kToM vs WSLS,kToM,WSLS,B,198,-4,2,-6,8,0.48,22,17,28,17,25,14,24,14
kToM vs WSLS,WSLS,kToM,A,199,4,0,4,-4,0.52,25,17,25,12,27,21,22,7
kToM vs WSLS,kToM,WSLS,B,199,-4,-4,-0,-4,0.48,25,17,25,15,22,12,27,18
kToM vs WSLS,WSLS,kToM,A,200,2,8,-6,14,0.51,29,18,21,7,22,15,27,8
kToM vs WSLS,kToM,WSLS,B,200,-2,6,-8,14,0.49,21,12,29,20,27,15,22,14
kToM vs WSLS,WSLS,kToM,A,201,-6,-4,-2,-2,0.47,23,19,27,10,23,19,26,11
kToM vs WSLS,kToM,WSLS,B,201,6,2,4,-2,0.53,27,13,23,14,26,16,23,15
kToM vs WSLS,WSLS,kToM,A,202,0,-2,2,-4,0.5,24,15,26,6,25,16,24,9
kToM vs WSLS,kToM,WSLS,B,202,-0,-2,2,-4,0.5,26,15,24,13,24,14,25,18
kToM vs WSLS,WSLS,kToM,A,203,8,-2,10,-12,0.54,24,18,26,8,29,25,20,3
kToM vs WSLS,kToM,WSLS,B,203,-8,-10,2,-12,0.45999999999999996,26,13,24,15,20,16,29,10
kToM vs WSLS,WSLS,kToM,A,204,-6,2,-8,10,0.47,26,14,24,7,21,17,28,7
kToM vs WSLS,kToM,WSLS,B,204,6,8,-2,10,0.53,24,14,26,16,28,15,21,11
kToM vs WSLS,WSLS,kToM,A,205,-2,2,-4,6,0.49,26,15,24,8,23,17,26,7
kToM vs WSLS,kToM,WSLS,B,205,2,4,-2,6,0.51,24,17,26,9,26,14,23,12
kToM vs WSLS,WSLS,kToM,A,206,4,4,0,4,0.52,27,20,23,6,24,16,25,9
kToM vs WSLS,kToM,WSLS,B,206,-4,-0,-4,4,0.48,23,12,27,12,25,16,24,8
kToM vs WSLS,WSLS,kToM,A,207,2,6,-4,10,0.51,28,16,22,12,22,15,27,6
kToM vs WSLS,kToM,WSLS,B,207,-2,4,-6,10,0.49,22,12,28,15,27,14,22,13
kToM vs WSLS,WSLS,kToM,A,208,10,6,4,2,0.55,28,11,22,5,27,21,22,9
kToM vs WSLS,kToM,WSLS,B,208,-10,-4,-6,2,0.44999999999999996,22,14,28,18,22,11,27,16
kToM vs WSLS,WSLS,kToM,A,209,14,8,6,2,0.57,29,19,21,1,27,17,22,5
kToM vs WSLS,kToM,WSLS,B,209,-14,-6,-8,2,0.43000000000000005,21,13,29,11,22,16,27,13
kToM vs WSLS,WSLS,kToM,A,210,-12,6,-18,24,0.44,28,24,22,8,16,13,33,10
kToM vs WSLS,kToM,WSLS,B,210,12,18,-6,24,0.56,22,12,28,18,33,14,16,7
kToM vs WSLS,WSLS,kToM,A,211,10,8,2,6,0.55,29,20,21,4,26,14,23,9
kToM vs WSLS,kToM,WSLS,B,211,-10,-2,-8,6,0.44999999999999996,21,13,29,14,23,12,26,16
kToM vs WSLS,WSLS,kToM,A,212,4,0,4,-4,0.52,25,19,25,9,26,17,23,7
kToM vs WSLS,kToM,WSLS,B,212,-4,-4,-0,-4,0.48,25,9,25,16,23,8,26,18
kToM vs WSLS,WSLS,kToM,A,213,8,0,8,-8,0.54,25,19,25,7,28,17,21,7
kToM vs WSLS,kToM,WSLS,B,213,-8,-8,-0,-8,0.45999999999999996,25,14,25,15,21,12,28,18
kToM vs WSLS,WSLS,kToM,A,214,-2,6,-8,14,0.49,28,17,22,3,21,16,28,12
kToM vs WSLS,kToM,WSLS,B,214,2,8,-6,14,0.51,22,13,28,14,28,18,21,10
kToM vs WSLS,WSLS,kToM,A,215,14,6,8,-2,0.57,28,24,22,5,28,21,21,4
kToM vs WSLS,kToM,WSLS,B,215,-14,-8,-6,-2,0.43000000000000005,22,18,28,17,21,16,28,15
kToM vs WSLS,WSLS,kToM,A,216,14,-2,16,-18,0.57,24,19,26,11,32,21,17,5
kToM vs WSLS,kToM,WSLS,B,216,-14,-16,2,-18,0.43000000000000005,26,10,24,14,17,14,32,22
kToM vs WSLS,WSLS,kToM,A,217,-4,-10,6,-16,0.48,20,13,30,9,28,23,21,5
kToM vs WSLS,kToM,WSLS,B,217,4,-6,10,-16,0.52,30,14,20,13,21,8,28,16
kToM vs WSLS,WSLS,kToM,A,218,26,16,10,6,0.63,33,24,17,5,29,17,20,5
kToM vs WSLS,kToM,WSLS,B,218,-26,-10,-16,6,0.37,17,11,33,23,20,12,29,18
kToM vs WSLS,WSLS,kToM,A,219,6,4,2,2,0.53,27,17,23,6,25,17,24,5
kToM vs WSLS,kToM,WSLS,B,219,-6,-2,-4,2,0.47,23,16,27,18,24,13,25,14
kToM vs WSLS,WSLS,kToM,A,220,16,0,16,-16,0.58,25,15,25,9,33,18,16,2
kToM vs WSLS,kToM,WSLS,B,220,-16,-16,-0,-16,0.42000000000000004,25,15,25,12,16,10,33,12
kToM vs WSLS,WSLS,kToM,A,221,-6,0,-6,6,0.47,25,19,25,12,22,15,27,10
kToM vs WSLS,kToM,WSLS,B,221,6,6,-0,6,0.53,25,11,25,13,27,16,22,11
kToM vs WSLS,WSLS,kToM,A,222,0,-4,4,-8,0.5,23,14,27,5,27,16,22,7
kToM vs WSLS,kToM,WSLS,B,222,-0,-4,4,-8,0.5,27,15,23,12,22,15,27,14
kToM vs WSLS,WSLS,kToM,A,223,14,2,12,-10,0.57,26,18,24,8,31,22,18,4
kToM vs WSLS,kToM,WSLS,B,223,-14,-12,-2,-10,0.43000000000000005,24,15,26,13,18,11,31,18
kToM vs WSLS,WSLS,kToM,A,224,-4,0,-4,4,0.48,25,18,25,10,22,18,27,6
kToM vs WSLS,kToM,WSLS,B,224,4,4,-0,4,0.52,25,10,25,15,27,19,22,10
kToM vs WSLS,WSLS,kToM,A,225,12,-2,14,-16,0.56,24,15,26,4,32,25,17,6
kToM vs WSLS,kToM,WSLS,B,225,-12,-14,2,-16,0.43999999999999995,26,18,24,11,17,10,32,19
kToM vs WSLS,WSLS,kToM,A,226,4,0,4,-4,0.52,25,17,25,8,26,18,23,5
kToM vs WSLS,kToM,WSLS,B,226,-4,-4,-0,-4,0.48,25,14,25,9,23,16,26,12
kToM vs WSLS,WSLS,kToM,A,227,4,-4,8,-12,0.52,23,12,27,7,29,15,20,6
kToM vs WSLS,kToM,WSLS,B,227,-4,-8,4,-12,0.48,27,9,23,10,20,11,29,15
kToM vs WSLS,WSLS,kToM,A,228,-2,2,-4,6,0.49,26,22,24,5,22,19,27,12
kToM vs WSLS,kToM,WSLS,B,228,2,4,-2,6,0.51,24,11,26,16,27,18,22,12
kToM vs WSLS,WSLS,kToM,A,229,-20,-14,-6,-8,0.4,18,8,32,12,22,18,27,12
kToM vs WSLS,kToM,WSLS,B,229,20,6,14,-8,0.6,32,18,18,7,27,19,22,11
kToM vs WSLS,WSLS,kToM,A,230,16,8,8,0,0.58,29,21,21,6,28,20,21,7
kToM vs WSLS,kToM,WSLS,B,230,-16,-8,-8,0,0.42000000000000004,21,11,29,15,21,13,28,18
kToM vs WSLS,WSLS,kToM,A,231,0,0,0,0,0.5,25,20,25,9,24,14,25,7
kToM vs WSLS,kToM,WSLS,B,231,-0,-0,-0,0,0.5,25,17,25,13,25,13,24,9
kToM vs WSLS,WSLS,kToM,A,232,2,6,-4,10,0.51,28,22,22,10,23,13,26,6
kToM vs WSLS,kToM,WSLS,B,232,-2,4,-6,10,0.49,22,15,28,17,26,19,23,13
kToM vs WSLS,WSLS,kToM,A,233,4,2,2,0,0.52,26,17,24,4,26,16,23,11
kToM vs WSLS,kToM,WSLS,B,233,-4,-2,-2,0,0.48,24,10,26,19,23,14,26,17
kToM vs WSLS,WSLS,kToM,A,234,6,0,6,-6,0.53,25,11,25,8,27,23,22,8
kToM vs WSLS,kToM,WSLS,B,234,-6,-6,-0,-6,0.47,25,16,25,17,22,17,27,15
kToM vs WSLS,WSLS,kToM,A,235,8,-4,12,-16,0.54,23,17,27,11,30,21,19,5
kToM vs WSLS,kToM,WSLS,B,235,-8,-12,4,-16,0.45999999999999996,27,17,23,11,19,9,30,17
kToM vs WSLS,WSLS,kToM,A,236,-12,-6,-6,0,0.44,22,16,28,11,22,14,27,8
kToM vs WSLS,kToM,WSLS,B,236,12,6,6,0,0.56,28,15,22,11,27,13,22,13
kToM vs WSLS,WSLS,kToM,A,237,6,2,4,-2,0.53,26,16,24,9,26,17,23,7
kToM vs WSLS,kToM,WSLS,B,237,-6,-4,-2,-2,0.47,24,15,26,8,23,13,26,13
kToM vs WSLS,WSLS,kToM,A,238,-2,4,-6,10,0.49,27,21,23,10,21,15,28,11
kToM vs WSLS,kToM,WSLS,B,238,2,6,-4,10,0.51,23,16,27,15,28,13,21,13
kToM vs WSLS,WSLS,kToM,A,239,20,10,10,0,0.6,30,23,20,4,30,23,19,5
kToM vs WSLS,kToM,WSLS,B,239,-20,-10,-10,0,0.4,20,14,30,18,19,11,30,20
kToM vs WSLS,WSLS,kToM,A,240,-2,-4,2,-6,0.49,23,16,27,10,26,21,23,9
kToM vs WSLS,kToM,WSLS,B,240,2,-2,4,-6,0.51,27,12,23,12,23,11,26,14
kToM vs WSLS,WSLS,kToM,A,241,8,4,4,0,0.54,27,19,23,6,27,19,22,6
kToM vs WSLS,kToM,WSLS,B,241,-8,-4,-4,0,0.45999999999999996,23,14,27,15,22,12,27,16
kToM vs WSLS,WSLS,kToM,A,242,6,12,-6,18,0.53,31,23,19,8,22,18,27,13
kToM vs WSLS,kToM,WSLS,B,242,-6,6,-12,18,0.47,19,14,31,19,27,14,22,10
kToM vs WSLS,WSLS,kToM,A,243,12,4,8,-4,0.56,27,19,23,3,28,18,21,10
kToM vs WSLS,kToM,WSLS,B,243,-12,-8,-4,-4,0.43999999999999995,23,14,27,15,21,13,28,17
kToM vs WSLS,WSLS,kToM,A,244,8,2,6,-4,0.54,26,21,24,9,27,17,22,10
kToM vs WSLS,kToM,WSLS,B,244,-8,-6,-2,-4,0.45999999999999996,24,18,26,14,22,10,27,11
kToM vs WSLS,WSLS,kToM,A,245,-12,-18,6,-24,0.44,16,12,34,12,28,24,21,6
kToM vs WSLS,kToM,WSLS,B,245,12,-6,18,-24,0.56,34,15,16,5,21,15,28,16
kToM vs WSLS,WSLS,kToM,A,246,4,2,2,0,0.52,26,22,24,7,25,14,24,9
kToM vs WSLS,kToM,WSLS,B,246,-4,-2,-2,0,0.48,24,15,26,14,24,14,25,11
kToM vs WSLS,WSLS,kToM,A,247,0,2,-2,4,0.5,26,17,24,8,23,15,26,6
kToM vs WSLS,kToM,WSLS,B,247,-0,2,-2,4,0.5,24,11,26,18,26,17,23,14
kToM vs WSLS,WSLS,kToM,A,248,20,6,14,-8,0.6,28,20,22,9,32,21,17,3
kToM vs WSLS,kToM,WSLS,B,248,-20,-14,-6,-8,0.4,22,13,28,18,17,12,32,21
kToM vs WSLS,WSLS,kToM,A,249,-4,6,-10,16,0.48,28,18,22,5,19,15,30,11
kToM vs WSLS,kToM,WSLS,B,249,4,10,-6,16,0.52,22,15,28,12,30,13,19,12
kToM vs WSLS,WSLS,kToM,A,250,18,20,-2,22,0.59,35,26,15,4,24,14,25,7
kToM vs WSLS,kToM,WSLS,B,250,-18,2,-20,22,0.41000000000000003,15,10,35,25,25,14,24,16
kToM vs WSLS,WSLS,kToM,A,251,2,-4,6,-10,0.51,23,21,27,11,28,20,21,11
kToM vs WSLS,kToM,WSLS,B,251,-2,-6,4,-10,0.49,27,14,23,10,21,13,28,22
kToM vs WSLS,WSLS,kToM,A,252,2,8,-6,14,0.51,29,20,21,6,21,17,28,12
kToM vs WSLS,kToM,WSLS,B,252,-2,6,-8,14,0.49,21,11,29,14,28,12,21,12
kToM vs WSLS,WSLS,kToM,A,253,-10,-8,-2,-6,0.45,21,12,29,12,23,19,26,5
kToM vs WSLS,kToM,WSLS,B,253,10,2,8,-6,0.55,29,14,21,10,26,16,23,15
kToM vs WSLS,WSLS,kToM,A,254,4,0,4,-4,0.52,25,20,25,7,26,20,23,5
kToM vs WSLS,kToM,WSLS,B,254,-4,-4,-0,-4,0.48,25,14,25,12,23,9,26,21
kToM vs WSLS,WSLS,kToM,A,255,8,-2,10,-12,0.54,24,17,26,4,30,21,19,7
kToM vs WSLS,kToM,WSLS,B,255,-8,-10,2,-12,0.45999999999999996,26,16,24,12,19,13,30,15
kToM vs WSLS,WSLS,kToM,A,256,4,-6,10,-16,0.52,22,16,28,11,29,22,20,7
kToM vs WSLS,kToM,WSLS,B,256,-4,-10,6,-16,0.48,28,14,22,9,20,16,29,18
kToM vs WSLS,WSLS,kToM,A,257,0,2,-2,4,0.5,26,21,24,7,24,17,25,7
kToM vs WSLS,kToM,WSLS,B,257,-0,2,-2,4,0.5,24,15,26,9,25,14,24,14
kToM vs WSLS,WSLS,kToM,A,258,0,-4,4,-8,0.5,23,19,27,6,27,18,22,7
kToM vs WSLS,kToM,WSLS,B,258,-0,-4,4,-8,0.5,27,13,23,12,22,11,27,14
kToM vs WSLS,WSLS,kToM,A,259,2,8,-6,14,0.51,29,24,21,4,21,16,28,7
kToM vs WSLS,kToM,WSLS,B,259,-2,6,-8,14,0.49,21,13,29,18,28,20,21,10
kToM vs WSLS,WSLS,kToM,A,260,18,10,8,2,0.59,30,19,20,3,28,16,21,4
kToM vs WSLS,kToM,WSLS,B,260,-18,-8,-10,2,0.41000000000000003,20,13,30,15,21,16,28,14
kToM vs WSLS,WSLS,kToM,A,261,6,2,4,-2,0.53,26,19,24,10,26,19,23,9
kToM vs WSLS,kToM,WSLS,B,261,-6,-4,-2,-2,0.47,24,12,26,16,23,16,26,18
kToM vs WSLS,WSLS,kToM,A,262,0,6,-6,12,0.5,28,19,22,2,22,13,27,6
kToM vs WSLS,kToM,WSLS,B,262,-0,6,-6,12,0.5,22,12,28,17,27,19,22,14
kToM vs WSLS,WSLS,kToM,A,263,10,4,6,-2,0.55,27,19,23,6,28,18,21,6
kToM vs WSLS,kToM,WSLS,B,263,-10,-6,-4,-2,0.44999999999999996,23,13,27,11,21,11,28,16
kToM vs WSLS,WSLS,kToM,A,264,-12,-6,-6,0,0.44,22,17,28,10,22,10,27,9
kToM vs WSLS,kToM,WSLS,B,264,12,6,6,0,0.56,28,13,22,11,27,16,22,11
kToM vs WSLS,WSLS,kToM,A,265,12,2,10,-8,0.56,26,18,24,9,30,16,19,8
kToM vs WSLS,kToM,WSLS,B,265,-12,-10,-2,-8,0.43999999999999995,24,11,26,14,19,12,30,15
kToM vs WSLS,WSLS,kToM,A,266,4,2,2,0,0.52,26,17,24,6,25,19,24,5
kToM vs WSLS,kToM,WSLS,B,266,-4,-2,-2,0,0.48,24,10,26,19,24,12,25,18
kToM vs WSLS,WSLS,kToM,A,267,18,6,12,-6,0.59,28,16,22,10,31,27,18,11
kToM vs WSLS,kToM,WSLS,B,267,-18,-12,-6,-6,0.41000000000000003,22,11,28,18,18,9,31,16
kToM vs WSLS,WSLS,kToM,A,268,20,10,10,0,0.6,30,18,20,6,29,24,20,6
kToM vs WSLS,kToM,WSLS,B,268,-20,-10,-10,0,0.4,20,10,30,16,20,10,29,16
kToM vs WSLS,WSLS,kToM,A,269,0,2,-2,4,0.5,26,17,24,6,24,16,25,10
kToM vs WSLS,kToM,WSLS,B,269,-0,2,-2,4,0.5,24,10,26,16,25,14,24,13
kToM vs WSLS,WSLS,kToM,A,270,0,6,-6,12,0.5,28,20,22,8,22,16,27,8
kToM vs WSLS,kToM,WSLS,B,270,-0,6,-6,12,0.5,22,14,28,18,27,17,22,11
kToM vs WSLS,WSLS,kToM,A,271,12,0,12,-12,0.56,25,18,25,8,30,23,19,7
kToM vs WSLS,kToM,WSLS,B,271,-12,-12,-0,-12,0.43999999999999995,25,16,25,17,19,12,30,16
kToM vs WSLS,WSLS,kToM,A,272,-18,-6,-12,6,0.41,22,17,28,8,18,15,31,8
kToM vs WSLS,kToM,WSLS,B,272,18,12,6,6,0.5900000000000001,28,16,22,7,31,17,18,3
kToM vs WSLS,WSLS,kToM,A,273,10,0,10,-10,0.55,25,17,25,10,29,21,20,7
kToM vs WSLS,kToM,WSLS,B,273,-10,-10,-0,-10,0.44999999999999996,25,12,25,12,20,12,29,16
kToM vs WSLS,WSLS,kToM,A,274,-8,-2,-6,4,0.46,24,19,26,9,22,16,27,6
kToM vs WSLS,kToM,WSLS,B,274,8,6,2,4,0.54,26,13,24,15,27,13,22,10
kToM vs WSLS,WSLS,kToM,A,275,12,2,10,-8,0.56,26,21,24,10,29,18,20,5
kToM vs WSLS,kToM,WSLS,B,275,-12,-10,-2,-8,0.43999999999999995,24,12,26,12,20,13,29,17
kToM vs WSLS,WSLS,kToM,A,276,-14,-4,-10,6,0.43,23,14,27,6,20,15,29,10
kToM vs WSLS,kToM,WSLS,B,276,14,10,4,6,0.5700000000000001,27,17,23,11,29,18,20,11
kToM vs WSLS,WSLS,kToM,A,277,-4,-10,6,-16,0.48,20,12,30,12,27,19,22,5
kToM vs WSLS,kToM,WSLS,B,277,4,-6,10,-16,0.52,30,17,20,14,22,10,27,14
kToM vs WSLS,WSLS,kToM,A,278,12,6,6,0,0.56,28,19,22,5,27,16,22,11
kToM vs WSLS,kToM,WSLS,B,278,-12,-6,-6,0,0.43999999999999995,22,10,28,18,22,11,27,14
kToM vs WSLS,WSLS,kToM,A,279,-8,-8,0,-8,0.46,21,17,29,10,24,15,25,7
kToM vs WSLS,kToM,WSLS,B,279,8,-0,8,-8,0.54,29,18,21,9,25,17,24,11
kToM vs WSLS,WSLS,kToM,A,280,-8,6,-14,20,0.46,28,21,22,8,17,13,32,8
kToM vs WSLS,kToM,WSLS,B,280,8,14,-6,20,0.54,22,9,28,13,32,18,17,6
kToM vs WSLS,WSLS,kToM,A,281,20,4,16,-12,0.6,27,22,23,6,33,25,16,4
kToM vs WSLS,kToM,WSLS,B,281,-20,-16,-4,-12,0.4,23,14,27,18,16,6,33,22
kToM vs WSLS,WSLS,kToM,A,282,0,2,-2,4,0.5,26,17,24,4,23,13,26,11
kToM vs WSLS,kToM,WSLS,B,282,-0,2,-2,4,0.5,24,16,26,13,26,12,23,9
kToM vs WSLS,WSLS,kToM,A,283,8,0,8,-8,0.54,25,17,25,13,28,13,21,5
kToM vs WSLS,kToM,WSLS,B,283,-8,-8,-0,-8,0.45999999999999996,25,11,25,16,21,14,28,18
kToM vs WSLS,WSLS,kToM,A,284,0,-2,2,-4,0.5,24,17,26,10,25,16,24,11
kToM vs WSLS,kToM,WSLS,B,284,-0,-2,2,-4,0.5,26,15,24,14,24,18,25,14
kToM vs WSLS,WSLS,kToM,A,285,4,-2,6,-8,0.52,24,16,26,7,28,21,21,5
kToM vs WSLS,kToM,WSLS,B,285,-4,-6,2,-8,0.48,26,16,24,15,21,15,28,14
kToM vs WSLS,WSLS,kToM,A,286,-2,-2,0,-2,0.49,24,16,26,6,24,17,25,8
kToM vs WSLS,kToM,WSLS,B,286,2,-0,2,-2,0.51,26,15,24,14,25,18,24,13
kToM vs WSLS,WSLS,kToM,A,287,0,2,-2,4,0.5,26,20,24,10,24,14,25,3
kToM vs WSLS,kToM,WSLS,B,287,-0,2,-2,4,0.5,24,10,26,17,25,15,24,16
kToM vs WSLS,WSLS,kToM,A,288,20,6,14,-8,0.6,28,21,22,6,31,21,18,4
kToM vs WSLS,kToM,WSLS,B,288,-20,-14,-6,-8,0.4,22,13,28,15,18,8,31,24
kToM vs WSLS,WSLS,kToM,A,289,20,8,12,-4,0.6,29,20,21,4,30,18,19,4
kToM vs WSLS,kToM,WSLS,B,289,-20,-12,-8,-4,0.4,21,12,29,18,19,7,30,21
kToM vs WSLS,WSLS,kToM,A,290,0,10,-10,20,0.5,30,20,20,4,20,12,29,7
kToM vs WSLS,kToM,WSLS,B,290,-0,10,-10,20,0.5,20,14,30,21,29,19,20,10
kToM vs WSLS,WSLS,kToM,A,291,14,10,4,6,0.57,30,25,20,5,26,17,23,8
kToM vs WSLS,kToM,WSLS,B,291,-14,-4,-10,6,0.43000000000000005,20,10,30,19,23,8,26,14
kToM vs WSLS,WSLS,kToM,A,292,-10,-20,10,-30,0.45,15,11,35,11,29,20,20,1
kToM vs WSLS,kToM,WSLS,B,292,10,-10,20,-30,0.55,35,16,15,7,20,11,29,19
kToM vs WSLS,WSLS,kToM,A,293,14,2,12,-10,0.57,26,22,24,6,30,23,19,6
kToM vs WSLS,kToM,WSLS,B,293,-14,-12,-2,-10,0.43000000000000005,24,14,26,13,19,13,30,20
kToM vs WSLS,WSLS,kToM,A,294,2,4,-2,6,0.51,27,22,23,5,24,13,25,7
kToM vs WSLS,kToM,WSLS,B,294,-2,2,-4,6,0.49,23,11,27,17,25,15,24,12
kToM vs WSLS,WSLS,kToM,A,295,22,12,10,2,0.61,31,21,19,5,29,21,20,6
kToM vs WSLS,kToM,WSLS,B,295,-22,-10,-12,2,0.39,19,11,31,21,20,14,29,16
kToM vs WSLS,WSLS,kToM,A,296,18,8,10,-2,0.59,29,19,21,7,29,19,20,5
kToM vs WSLS,kToM,WSLS,B,296,-18,-10,-8,-2,0.41000000000000003,21,12,29,18,20,15,29,15
kToM vs WSLS,WSLS,kToM,A,297,2,-6,8,-14,0.51,22,18,28,7,29,23,20,5
kToM vs WSLS,kToM,WSLS,B,297,-2,-8,6,-14,0.49,28,16,22,12,20,12,29,14
kToM vs WSLS,WSLS,kToM,A,298,4,2,2,0,0.52,26,15,24,6,25,19,24,8
kToM vs WSLS,kToM,WSLS,B,298,-4,-2,-2,0,0.48,24,17,26,10,24,9,25,16
kToM vs WSLS,WSLS,kToM,A,299,4,-6,10,-16,0.52,22,16,28,12,30,21,19,7
kToM vs WSLS,kToM,WSLS,B,299,-4,-10,6,-16,0.48,28,17,22,13,19,10,30,17
kToM vs WSLS,WSLS,kToM,A,300,12,4,8,-4,0.56,27,21,23,6,29,17,20,7
kToM vs WSLS,kToM,WSLS,B,300,-12,-8,-4,-4,0.43999999999999995,23,12,27,16,20,12,29,14
kToM vs WSLS,WSLS,kToM,A,301,-10,-14,4,-18,0.45,18,11,32,13,26,20,23,8
kToM vs WSLS,kToM,WSLS,B,301,10,-4,14,-18,0.55,32,14,18,9,23,14,26,14
kToM vs WSLS,WSLS,kToM,A,302,8,10,-2,12,0.54,30,21,20,5,24,16,25,8
kToM vs WSLS,kToM,WSLS,B,302,-8,2,-10,12,0.45999999999999996,20,11,30,16,25,17,24,14
kToM vs WSLS,WSLS,kToM,A,303,2,6,-4,10,0.51,28,20,22,8,23,17,26,7
kToM vs WSLS,kToM,WSLS,B,303,-2,4,-6,10,0.49,22,12,28,22,26,15,23,12
kToM vs WSLS,WSLS,kToM,A,304,2,0,2,-2,0.51,25,15,25,8,25,18,24,6
kToM vs WSLS,kToM,WSLS,B,304,-2,-2,-0,-2,0.49,25,14,25,17,24,12,25,12
kToM vs WSLS,WSLS,kToM,A,305,0,6,-6,12,0.5,28,22,22,6,21,17,28,6
kToM vs WSLS,kToM,WSLS,B,305,-0,6,-6,12,0.5,22,13,28,11,28,10,21,13
kToM vs WSLS,WSLS,kToM,A,306,2,2,0,2,0.51,26,15,24,3,24,19,25,8
kToM vs WSLS,kToM,WSLS,B,306,-2,-0,-2,2,0.49,24,16,26,16,25,16,24,9
kToM vs WSLS,WSLS,kToM,A,307,8,6,2,4,0.54,28,18,22,8,25,18,24,8
kToM vs WSLS,kToM,WSLS,B,307,-8,-2,-6,4,0.45999999999999996,22,10,28,13,24,12,25,15
kToM vs WSLS,WSLS,kToM,A,308,8,2,6,-4,0.54,26,18,24,8,27,19,22,11
kToM vs WSLS,kToM,WSLS,B,308,-8,-6,-2,-4,0.45999999999999996,24,16,26,17,22,6,27,16
kToM vs WSLS,WSLS,kToM,A,309,18,8,10,-2,0.59,29,24,21,4,29,18,20,6
kToM vs WSLS,kToM,WSLS,B,309,-18,-10,-8,-2,0.41000000000000003,21,14,29,13,20,11,29,19
kToM vs WSLS,WSLS,kToM,A,310,14,6,8,-2,0.57,28,15,22,6,28,19,21,8
kToM vs WSLS,kToM,WSLS,B,310,-14,-8,-6,-2,0.43000000000000005,22,14,28,12,21,10,28,16
kToM vs WSLS,WSLS,kToM,A,311,10,10,0,10,0.55,30,18,20,3,25,21,24,10
kToM vs WSLS,kToM,WSLS,B,311,-10,-0,-10,10,0.44999999999999996,20,16,30,13,24,15,25,18
kToM vs WSLS,WSLS,kToM,A,312,12,8,4,4,0.56,29,18,21,9,27,21,22,8
